film,Oscar_Winner,num_nominations,Title,IMDb Rating,Runtime (mins),Year,Num Votes,IMDb Popularity,Num Directors,Comedy,Romance,Drama,War,Adventure,award_Acting,award_Animation,award_Cinematography,award_Costume Design,award_Directing,award_Documentary,award_Editing,award_International Feature,award_Makeup and Hairstyling,award_Music,award_Other,award_Picture,award_Production Design,award_Short Film,award_Sound,award_Visual Effects,award_Writing
A Thousand and One Nights,0,2,A Thousand and One Nights,6.0,93.0,1945,750,4500.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
A Time Out of War,1,1,A Time Out of War,6.6,22.0,1954,252,1663.1999999999998,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A Time for Burning,0,1,A Time for Burning,7.5,58.0,1967,244,1830.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Time for Justice,1,1,A Time for Justice,6.9,38.0,1994,109,752.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Time to Love and a Time to Die,0,1,A Time to Love and a Time to Die,7.6,132.0,1958,3885,29526.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A Touch of Class,1,5,A Touch of Class,6.5,106.0,1973,3717,24160.5,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0
A Tree Grows in Brooklyn,1,2,A Tree Grows in Brooklyn,8.0,129.0,1945,8700,69600.0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A Very Long Engagement,0,2,A Very Long Engagement,7.6,133.0,2004,76846,584029.6,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A War,0,1,A War,7.0,115.0,2015,11438,80066.0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A Way Out of the Wilderness,0,1,A Way Out of the Wilderness,5.6,30.0,1968,32,179.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Wild Hare,0,1,A Wild Hare,7.7,8.0,1940,2021,15561.7,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Woman under the Influence,0,2,A Woman Under the Influence,8.0,155.0,1974,31121,248968.0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A Year toward Tomorrow,1,1,A Year Toward Tomorrow,5.4,25.0,1966,72,388.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A.I. Artificial Intelligence,0,2,A.I. Artificial Intelligence,7.2,146.0,2001,330560,2380032.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Abacus: Small Enough to Jail,0,1,Abacus: Small Enough to Jail,7.1,88.0,2016,2972,21101.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Abe Lincoln in Illinois,0,2,Abe Lincoln in Illinois,7.3,110.0,1940,2165,15804.5,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
About Schmidt,0,2,About Schmidt,7.2,125.0,2002,135675,976860.0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Above and Beyond,0,2,Above and Beyond,6.9,122.0,1952,1420,9798.0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Absence of Malice,0,3,Absence of Malice,6.9,116.0,1981,15862,109447.8,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Across the Universe,0,1,Across the Universe,7.3,133.0,2007,115974,846610.2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Action in the North Atlantic,0,1,Action in the North Atlantic,7.0,126.0,1943,4751,33257.0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ad Astra,0,1,Ad Astra,6.5,123.0,2019,269521,1751886.5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Adam,0,1,Adam,6.6,6.0,1992,698,4606.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Clayton Powell,0,1,Adam Clayton Powell,7.0,54.0,1989,82,574.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Adam and Dog,0,1,Adam and Dog,6.9,16.0,2012,2343,16166.7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam's Rib,0,1,Adam's Rib,7.4,101.0,1949,23701,175387.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Addams Family Values,0,1,Addams Family Values,6.8,94.0,1993,116601,792886.7999999999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Address Unknown,0,2,Address Unknown,6.9,75.0,1944,1259,8687.1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Adolescence,0,1,Adolescence,6.4,22.0,1966,19,121.60000000000001,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Adventure in the Bronx,0,1,Adventure in the Bronx,5.0,12.0,1941,30,150.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Adventures in Perception,0,1,Adventures in Perception,6.2,21.0,1972,49,303.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Affair in Trinidad,0,1,Affair in Trinidad,6.6,98.0,1952,3351,22116.6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Affairs of the Art,0,1,Affairs of the Art,6.1,16.0,2021,1590,9699.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Affliction,1,2,Affliction,6.9,114.0,1997,20516,141560.4,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Africa, Prelude to Victory",0,1,"Africa, Prelude to Victory",5.4,22.0,1942,30,162.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
After the Axe,0,1,After the Axe,6.5,56.0,1981,67,435.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
After the Thin Man,0,1,After the Thin Man,7.6,112.0,1936,12576,95577.59999999999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
After the Wedding,0,1,After the Wedding,7.7,120.0,2006,38315,295025.5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Afterglow,0,1,Afterglow,6.0,119.0,1997,3929,23574.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aftersun,0,1,Aftersun,7.6,102.0,2022,112949,858412.3999999999,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Against All Odds,0,1,Against All Odds,5.9,128.0,1984,14525,85697.5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Against Wind and Tide: A Cuban Odyssey,0,1,Against Wind and Tide: A Cuban Odyssey,6.7,60.0,1981,39,261.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Agatha,0,1,Agatha,6.2,105.0,1979,3844,23832.8,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Agee,0,1,Agee,6.3,98.0,1979,55,346.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Agnes of God,0,3,Agnes of God,6.6,98.0,1985,8379,55301.399999999994,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Agueda Martinez: Our People, Our Country",0,1,"Agueda Martinez: Our People, Our Country",6.9,16.0,1977,40,276.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Air Force,1,4,Air Force,7.0,124.0,1943,4006,28042.0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Air Force One,0,2,Air Force One,6.5,124.0,1997,217401,1413106.5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Airport,1,10,Airport,6.6,137.0,1970,23053,152149.8,2,0,0,1,0,0,2,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0
Airport '77,0,2,Airport '77,5.8,114.0,1977,13038,75620.4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Ajami,0,1,Ajami,7.2,124.0,2009,6667,48002.4,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Aladdin,1,5,Aladdin,8.0,90.0,1992,485157,3881256.0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0
Alaska Wilderness Lake,0,1,Alaska Wilderness Lake,7.7,60.0,1971,14,107.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Alaska: Spirit of the Wild,0,1,Alaska: Spirit of the Wild,7.1,41.0,1997,595,4224.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Albert Nobbs,0,3,Albert Nobbs,6.7,113.0,2011,26001,174206.7,1,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Albert Schweitzer,1,1,Albert Schweitzer,6.0,85.0,1957,152,912.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Alexander's Ragtime Band,1,6,Alexander's Ragtime Band,6.8,106.0,1938,2396,16292.8,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,0,0,0,0
Alfie,0,5,Alfie,7.0,114.0,1966,16317,114219.0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Algiers,0,4,Algiers,6.6,96.0,1938,3435,22671.0,1,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ali,0,2,Ali,6.7,157.0,2001,107906,722970.2000000001,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ali Baba Goes to Town,0,1,Ali Baba Goes to Town,6.3,81.0,1937,625,3937.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Alibi,0,2,Alibi,5.7,91.0,1929,1018,5802.6,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Alice,0,1,Alice,6.6,106.0,1990,15779,104141.4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Alice Adams,0,2,Alice Adams,6.9,99.0,1935,4725,32602.5,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Alice Doesn't Live Here Anymore,1,3,Alice Doesn't Live Here Anymore,7.3,112.0,1974,28583,208655.9,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Alice in Wonderland,1,4,Alice in Wonderland,6.4,108.0,2010,454120,2906368.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
Alice's Restaurant,0,1,Alice's Restaurant,6.3,111.0,1969,4804,30265.2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Alien,1,2,Alien,8.5,117.0,1979,1011643,8598965.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Alien: Romulus,0,1,Alien: Romulus,7.1,119.0,2024,241982,1718072.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Aliens,1,7,Aliens,8.4,137.0,1986,805986,6770282.4,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0
Alive in the Deep,0,1,Alive in the Deep,,25.0,1941,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
All Is Lost,0,1,All Is Lost,6.9,106.0,2013,85308,588625.2000000001,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
All Out for 'V',0,1,All Out for 'V',5.2,7.0,1942,154,800.8000000000001,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All Quiet on the Western Front,1,26,All Quiet on the Western Front,8.1,152.0,1930,69794,565331.4,1,0,0,1,1,0,0,0,4,0,2,0,0,2,2,2,0,4,2,0,2,2,4
All That Breathes,0,1,All That Breathes,7.0,97.0,2022,5207,36449.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
All That Jazz,1,9,All That Jazz,7.8,123.0,1979,37582,293139.6,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,2,1,1,0,0,0,0
All Things Fair,0,1,All Things Fair,6.8,130.0,1995,8076,54916.799999999996,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"All This, and Heaven Too",0,3,"All This, and Heaven Too",7.4,141.0,1940,5601,41447.4,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
All about Eve,1,14,All About Eve,8.2,138.0,1950,144083,1181480.5999999999,1,0,0,1,0,0,5,0,1,1,1,0,1,0,0,0,2,1,1,0,1,0,0
All about My Mother,1,1,All About My Mother,7.8,101.0,1999,106340,829452.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
All the Beauty and the Bloodshed,0,1,All the Beauty and the Bloodshed,7.5,113.0,2022,8691,65182.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
All the Brothers Were Valiant,0,1,All the Brothers Were Valiant,6.2,95.0,1953,1160,7192.0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All the King's Men,1,7,All the King's Men,7.4,110.0,1949,17422,128922.8,1,0,0,1,0,0,3,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
All the Money in the World,0,1,All the Money in the World,6.8,132.0,2017,93970,638996.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All the President's Men,1,8,All the President's Men,7.9,138.0,1976,130773,1033106.7000000001,1,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0
All-American Co-Ed,0,2,All-American Co-Ed,4.9,49.0,1941,454,2224.6000000000004,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Allied,0,1,Allied,7.1,124.0,2016,175043,1242805.3,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Almost Famous,1,4,Almost Famous,7.9,122.0,2000,303014,2393810.6,1,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Aloma of the South Seas,0,2,Aloma of the South Seas,5.4,78.0,1941,175,945.0000000000001,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Alone Yet Not Alone,0,1,Alone Yet Not Alone,4.7,103.0,2013,1012,4756.400000000001,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Along the Rainbow Trail,0,1,Along the Rainbow Trail,6.4,8.0,1946,16,102.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Alsino and the Condor,0,1,Alsino and the Condor,6.2,89.0,1982,385,2387.0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Altered States,0,2,Altered States,6.9,102.0,1980,40101,276696.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Always a New Beginning,0,1,Always a New Beginning,8.8,90.0,1974,18,158.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Always in My Heart,0,1,Always in My Heart,6.2,92.0,1942,546,3385.2000000000003,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ama Girls,1,1,Ama Girls,6.3,29.0,1958,77,485.09999999999997,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Amadeus,1,11,Amadeus,8.4,160.0,1984,447011,3754892.4000000004,1,0,0,1,0,0,2,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0
Amarcord,1,3,Amarcord,7.8,123.0,1973,49561,386575.8,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Amazon,0,1,Amazon,6.8,38.0,1997,348,2366.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Amazon Diary,0,1,Amazon Diary,,17.0,1989,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
America America,1,4,America America,7.7,174.0,1963,6246,48094.200000000004,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0
American Beauty,1,8,American Beauty,8.3,122.0,1999,1245857,10340613.100000001,1,0,0,1,0,0,2,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0
American Dream,1,1,American Dream,7.8,98.0,1990,1050,8190.0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
American Factory,1,1,American Factory,7.4,110.0,2019,24494,181255.6,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
American Fiction,0,2,American Fiction,7.5,117.0,2023,109967,824752.5,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Gangster,0,2,American Gangster,7.8,157.0,2007,470319,3668488.1999999997,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
American Graffiti,0,5,American Graffiti,7.4,110.0,1973,101808,753379.2000000001,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
American History X,0,1,American History X,8.5,119.0,1998,1227391,10432823.5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Hustle,0,10,American Hustle,7.2,138.0,2013,509100,3665520.0,1,0,0,1,0,0,4,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1
American Shoeshine,0,1,American Shoeshine,6.6,30.0,1976,18,118.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
American Sniper,1,6,American Sniper,7.3,133.0,2014,548605,4004816.5,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1
American Splendor,0,1,American Splendor,7.4,101.0,2003,53507,395951.80000000005,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Americas in Transition,0,1,Americas in Transition,7.7,29.0,1982,47,361.90000000000003,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Amistad,0,4,Amistad,7.3,155.0,1997,85049,620857.7,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Amores Perros,0,1,Amores Perros,8.0,154.0,2000,264559,2116472.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Amour,1,5,Amour,7.9,127.0,2012,108121,854155.9,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
Amphibious Fighters,1,1,Amphibious Fighters,5.8,10.0,1943,26,150.79999999999998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Amy,1,1,Amy,7.8,128.0,2015,56877,443640.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
An Affair to Remember,0,4,An Affair to Remember,7.4,115.0,1957,34539,255588.6,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
An American Dream,0,1,An American Dream,4.8,103.0,1966,572,2745.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
An American Tail,0,1,An American Tail,6.9,80.0,1986,59835,412861.5,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
An American Werewolf in London,1,1,An American Werewolf in London,7.5,97.0,1981,128008,960060.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
An American in Paris,1,8,An American in Paris,7.1,114.0,1951,38042,270098.2,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,2,1,1,0,0,0,0
An Education,0,3,An Education,7.2,100.0,2009,139564,1004860.8,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
An Encounter with Faces,0,1,An Encounter with Faces,7.3,21.0,1978,63,459.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
An Essay on Matisse,0,1,An Essay on Matisse,6.5,57.0,1996,33,214.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
An Impression of John Steinbeck: Writer,0,1,An Impression of John Steinbeck: Writer,,22.0,1969,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
An Inconvenient Truth,1,2,An Inconvenient Truth,7.4,96.0,2006,85987,636303.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
An Irish Goodbye,1,1,An Irish Goodbye,7.2,23.0,2022,3813,27453.600000000002,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
An Officer and a Gentleman,1,6,An Officer and a Gentleman,7.1,124.0,1982,65098,462195.8,1,0,1,1,0,0,2,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0
An Ostrich Told Me the World Is Fake and I Think I Believe It,0,1,An Ostrich Told Me the World Is Fake and I Think I Believe It,7.2,11.0,2022,2273,16365.6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
An Unmarried Woman,0,3,An Unmarried Woman,7.2,124.0,1978,6399,46072.8,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Anastasia,1,8,Anastasia,7.0,105.0,1956,9813,68691.0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0
Anatomy of a Fall,0,1,Anatomy of a Fall,7.6,151.0,2023,172906,1314085.5999999999,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anatomy of a Murder,0,7,Anatomy of a Murder,8.0,161.0,1959,74794,598352.0,1,0,0,1,0,0,3,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
Anchors Aweigh,1,5,Anchors Aweigh,7.0,140.0,1945,9733,68131.0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
And Now My Love,0,1,And Now My Love,7.0,150.0,1974,863,6041.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Angel and Big Joe,1,1,Angel and Big Joe,6.3,27.0,1976,122,768.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Angela's Ashes,0,1,Angela's Ashes,7.3,145.0,1999,23895,174433.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Angels and Insects,0,1,Angels and Insects,6.8,116.0,1995,4960,33728.0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Angels over Broadway,0,1,Angels Over Broadway,6.5,79.0,1940,1416,9204.0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Angels with Dirty Faces,0,3,Angels with Dirty Faces,7.9,97.0,1938,23988,189505.2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Angry Harvest,0,1,Angry Harvest,7.1,105.0,1985,904,6418.4,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Animal Behaviour,0,1,Animal Behaviour,6.5,14.0,2018,2027,13175.5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Animal Kingdom,0,1,Animal Kingdom,7.2,113.0,2010,61856,445363.2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anna,0,1,Anna,6.4,100.0,1987,833,5331.200000000001,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anna & Bella,1,1,Anna & Bella,6.9,8.0,1984,1114,7686.6,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anna Christie,0,2,Anna Christie,6.5,89.0,1930,3677,23900.5,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anna Karenina,1,4,Anna Karenina,6.6,129.0,2012,109490,722634.0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Anna and the King,0,2,Anna and the King,6.7,148.0,1999,39704,266016.8,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Anna and the King of Siam,1,5,Anna and the King of Siam,7.0,128.0,1946,2753,19271.0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0
Anne Frank Remembered,1,1,Anne Frank Remembered,8.1,117.0,1995,1418,11485.8,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Anne of the Thousand Days,1,10,Anne of the Thousand Days,7.4,145.0,1969,8452,62544.8,1,0,0,1,0,0,3,0,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0
Annie,0,2,Annie,6.6,127.0,1982,51361,338982.6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Annie Get Your Gun,1,4,Annie Get Your Gun,6.9,107.0,1950,5474,37770.6,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
Annie Hall,1,5,Annie Hall,7.9,93.0,1977,283583,2240305.7,1,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
Annie Was a Wonder,0,1,Annie Was a Wonder,6.3,11.0,1949,278,1751.3999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Anonymous,0,1,Anonymous,6.8,130.0,2011,42685,290258.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Anora,1,6,Anora,7.5,139.0,2024,174914,1311855.0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,1
Another Round,1,2,Another Round,7.7,117.0,2020,211428,1627995.6,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
